10611,CONTROLADOR DIGITAL DE TEMPERATURA COM TEMPORIZADOR INV-YA YA1-02-J-H-S-S,i:\documentos\softwares\freescale\mp16\inv-179\179v01\179v01_1.40_j.sap
15591,CONTROLADOR DIGITAL DE TEMPERATURA COM TEMPORIZADOR INV-YA YA1-02B-J-H-R10-R,i:\documentos\softwares\freescale\mp16\inv-179\179v01\179v01_1.40_j.sap
15590,CONTROLADOR DIGITAL DE TEMPERATURA COM TEMPORIZADOR INV-YA YA1-02B-J-H-R20-R,i:\documentos\softwares\freescale\mp16\inv-179\179v01\179v01_1.40_j.sap
15625,CONTROLADOR DIGITAL DE TEMPERATURA COM TEMPORIZADOR INV-YA YA1-02-K-H-R-R,i:\documentos\softwares\freescale\mp16\inv-179\179v01\179v01_1.40_k.sap
10369,CONTROLADOR DIGITAL DE TEMPERATURA COM TEMPORIZADOR INV-YA YA1-03-J-H,i:\documentos\softwares\freescale\mp16\inv-179\179v02\179v02_1.01_j.sap
11567,CONTROLADOR DIGITAL DE TEMPERATURA COM TEMPORIZADOR INV-YA YA1-04-J-H-R20-R,i:\documentos\softwares\freescale\mp16\inv-179\179v03\179v03_1.30_j.sap
8221,CONTROLADOR DIGITAL DE TEMPERATURA COM TEMPORIZADOR INV-YA YA1-01-J-H-R20-R,i:\documentos\softwares\freescale\mp16\inv-179\179v05\179v05_1.32_j.sap
10368,CONTROLADOR DIGITAL DE TEMPERATURA COM TEMPORIZADOR INV-YA YA1-01-J-L2-R20-R,i:\documentos\softwares\freescale\mp16\inv-179\179v05\179v05_1.32_j.sap
15589,CONTROLADOR DIGITAL DE TEMPERATURA COM TEMPORIZADOR INV-YA YA1-06-J-H-R,i:\documentos\softwares\freescale\mp16\inv-179\179v06\179v06_1.02.sap
15199,CONTROLADOR DIGITAL DE TEMPERATURA COM TEMPORIZADOR INV-YA YA1-02A-J-H-S-S,i:\documentos\softwares\freescale\mp16\inv-179\179v08\179v08_1.00_j.sap
7700,PLACA DE CIRCUITO IMPRESSO PARA CONTROLADOR DIGITAL DE TEMPERATURA COM TEMPORIZADOR INV-180 18001,i:\documentos\softwares\freescale\mp16\inv-180\180v01\180v01_0.80_j.sap
10436,PLACA DE CIRCUITO IMPRESSO PARA CONTROLADOR DIGITAL DE TEMPERATURA COM TEMPORIZADOR INV-180 18002,i:\documentos\softwares\freescale\mp16\inv-180\180v02\180v02_0.53_j.sap
16192,PLACA DE CIRCUITO IMPRESSO PARA CONTROLADOR DIGITAL DE TEMPERATURA COM TEMPORIZADOR INV-180 18005,i:\documentos\softwares\freescale\mp16\inv-180\180v04\180v04_1.60_j.sap
937,CONTROLADOR DIGITAL DE TEMPERATURA INV-200 20011/J,i:\documentos\softwares\freescale\mp16\inv-200\200v11\200v11_2.30_j.sap
1102,CONTROLADOR DIGITAL DE TEMPERATURA INV-200 20012/J,i:\documentos\softwares\freescale\mp16\inv-200\200v12\200v12_1.11.sap
1184,CONTROLADOR DIGITAL DE TEMPERATURA INV-200 20015/J,i:\documentos\softwares\freescale\mp16\inv-200\200v15\200v15_1.43_j.sap
1333,CONTROLADOR DIGITAL DE TEMPERATURA INV-200 20014-01/J,i:\documentos\softwares\freescale\mp16\inv-200\200v17\200v17_1.32_j.sap
1276,CONTROLADOR DIGITAL DE TEMPERATURA INV-200 20016/J,i:\documentos\softwares\freescale\mp16\inv-200\200v18\200v18_1.55_j.sap
12686,CONTROLADOR DIGITAL DE TEMPERATURA INV-200 20020/J/SSR,i:\documentos\softwares\freescale\mp16\inv-200\200v25\200v25_1.20_j.sap
1453,CONTROLADOR DIGITAL DE TEMPERATURA INV-200 20204-01/PT100/RR 10~30V,i:\documentos\softwares\freescale\mp16\inv-202\202v04\202v04_2.50_pt100.sap
742,ACIONADOR ELETRONICO INV-204 20401,i:\documentos\softwares\freescale\mp16\inv-204\204v01\204v01_1.63.sap
785,ACIONADOR ELETRONICO INV-204 20402,i:\documentos\softwares\freescale\mp16\inv-204\204v02\204v02_1.22.sap
1063,ACIONADOR ELETRONICO INV-204 20403-01 24V,i:\documentos\softwares\freescale\mp16\inv-204\204v03\204v03_1.31.sap
1599,ACIONADOR ELETRONICO INV-204 20404,i:\documentos\softwares\freescale\mp16\inv-204\204v04\204v04_3.31.sap
7350,CONTROLADOR DIGITAL DE TEMPERATURA INV-206 20601,i:\documentos\softwares\freescale\mp16\inv-206\206v01\206v01_2.34.sap
1273,CONTROLADOR DIGITAL DE TEMPERATURA INV-206 20605 12V,i:\documentos\softwares\freescale\mp16\inv-206\206v05\206v05_2.20_j.sap
9706,CONTROLADOR DIGITAL DE TEMPERATURA INV-206 20606,i:\documentos\softwares\freescale\mp16\inv-206\206v06\206v06_1.05.sap
12698,CONTROLADOR DIGITAL DE TEMPERATURA INV-206 20606 24V,i:\documentos\softwares\freescale\mp16\inv-206\206v06\206v06_1.05.sap
1090,CONTROLADOR DIGITAL DE TEMPERATURA INV-200 20801-01,i:\documentos\softwares\freescale\mp16\inv-208\208v02\208v02_1.11_j.sap
1404,CONTROLADOR DIGITAL DE TEMPERATURA INV-200 21001/J 24V,i:\documentos\softwares\freescale\mp16\inv-210\210v01\210v01_1.11_j.sap
10658,CONTROLADOR DIGITAL DE TEMPERATURA INV-200 21101/J,i:\documentos\softwares\freescale\mp16\inv-211\211v01\211v01_1.210_j.sap
10845,CONTROLADOR DIGITAL DE TEMPERATURA INV-200 21101/J 24V,i:\documentos\softwares\freescale\mp16\inv-211\211v01\211v01_1.210_j.sap
7578,CONTROLADOR DIGITAL DE TEMPERATURA INV-400 40003/RRS/J,i:\documentos\softwares\freescale\mp16\inv-400\400v02\400v02_2.30_j.sap
7888,CONTROLADOR DIGITAL DE TEMPERATURA INV-400 40003/RSS/M 24V,i:\documentos\softwares\freescale\mp16\inv-400\400v02\400v02_2.30_m.sap
1646,CONTROLADOR DIGITAL DE TEMPERATURA INV-400 40004/RRR/J,i:\documentos\softwares\freescale\mp16\inv-400\400v03\400v03_1.10_j.sap
7588,CONTROLADOR DIGITAL DE TEMPERATURA INV-400 40102/SS/J,i:\documentos\softwares\freescale\mp16\inv-401\401v01\401v01_2.61_j_bimanual.sap
8318,CONTROLADOR DIGITAL DE TEMPERATURA INV-400 40105/RR/J,i:\documentos\softwares\freescale\mp16\inv-401\401v01\401v01_2.61_j_bimanual.sap
1648,KIT MECANICA,i:\documentos\softwares\freescale\mp16\inv-401\401v03\401v03_1.04_j.sap
7941,CONTROLADOR DIGITAL DE TEMPERATURA INV-400 40103/J,i:\documentos\softwares\freescale\mp16\inv-401\401v03\401v03_1.20_j.sap
1649,CONTROLADOR DIGITAL DE TEMPERATURA INV-400 40104/J,i:\documentos\softwares\freescale\mp16\inv-401\401v04\401v04_1.10_j.sap
11051,CONTROLADOR DIGITAL DE TEMPERATURA INV-400 40108/J,i:\documentos\softwares\freescale\mp16\inv-401\401v07\401v07_1.43_j.sap
1650,ACIONADOR ELETRONICO INV-400 40401,i:\documentos\softwares\freescale\mp16\inv-404\404v01\404v01_1.31.sap
10748,ACIONADOR ELETRONICO INV-400 40402,i:\documentos\softwares\freescale\mp16\inv-404\404v02\404v02_1.16.sap
7938,CONTROLADOR DIGITAL DE TEMPERATURA INV-400 40501/J,i:\documentos\softwares\freescale\mp16\inv-405\405v01\405v01_1.10_j.sap
10448,CONTROLADOR DIGITAL DE TEMPERATURA INV-400 40701/SSS/J,i:\documentos\softwares\freescale\mp16\inv-407\407v01\407v01_1.01_j.sap
12447,CONTROLADOR DIGITAL DE TEMPERATURA INV-46 46101-03/J/RR,i:\documentos\softwares\freescale\mp16\inv-46\46v03\46v03_3.20_j.sap
1436,CONTROLADOR DIGITAL DE TEMPERATURA INV-46 46101/J/RR,i:\documentos\softwares\freescale\mp16\inv-46\46v03\46v03_3.20_j.sap
1352,CONTROLADOR DIGITAL DE TEMPERATURA INV-46 46101/J/RR 24V,i:\documentos\softwares\freescale\mp16\inv-46\46v03\46v03_3.20_j.sap
7984,CONTROLADOR DIGITAL DE TEMPERATURA INV-46 46101/J/RS,i:\documentos\softwares\freescale\mp16\inv-46\46v03\46v03_3.20_j.sap
1355,CONTROLADOR DIGITAL DE TEMPERATURA INV-46 46101/J/RS 24V,i:\documentos\softwares\freescale\mp16\inv-46\46v03\46v03_3.20_j.sap
10806,CONTROLADOR DIGITAL DE TEMPERATURA INV-46 46101/J/SS,i:\documentos\softwares\freescale\mp16\inv-46\46v03\46v03_3.20_j.sap
1636,CONTROLADOR DIGITAL DE TEMPERATURA INV-46 46101/M/RR,i:\documentos\softwares\freescale\mp16\inv-46\46v03\46v03_3.20_m.sap
1373,CONTROLADOR DIGITAL DE TEMPERATURA INV-46 46101/M/RR 12V,i:\documentos\softwares\freescale\mp16\inv-46\46v03\46v03_3.20_m.sap
1353,CONTROLADOR DIGITAL DE TEMPERATURA INV-46 46101/M/RR 24V,i:\documentos\softwares\freescale\mp16\inv-46\46v03\46v03_3.20_m.sap
7956,CONTROLADOR DIGITAL DE TEMPERATURA INV-46 46101/M/RR-10~30V,i:\documentos\softwares\freescale\mp16\inv-46\46v03\46v03_3.20_m.sap
1638,CONTROLADOR DIGITAL DE TEMPERATURA INV-46 46101/M/RS,i:\documentos\softwares\freescale\mp16\inv-46\46v03\46v03_3.20_m.sap
1637,CONTROLADOR DIGITAL DE TEMPERATURA INV-46 46101/M/SS,i:\documentos\softwares\freescale\mp16\inv-46\46v03\46v03_3.20_m.sap
1619,CONTROLADOR DIGITAL DE TEMPERATURA INV-46 46102/J,i:\documentos\softwares\freescale\mp16\inv-46\46v04\46v04_2.10_j.sap
1354,CONTROLADOR DIGITAL DE TEMPERATURA INV-46 46102/J 24V,i:\documentos\softwares\freescale\mp16\inv-46\46v04\46v04_2.10_j.sap
7608,CONTROLADOR DIGITAL DE TEMPERATURA INV-46 46102/M,i:\documentos\softwares\freescale\mp16\inv-46\46v04\46v04_2.10_m.sap
7628,AMPERIMETRO DIGITAL INV-98 98102,i:\documentos\softwares\freescale\mp16\inv-98100\98v08\98102v3.00.sap
12070,AMPERIMETRO DIGITAL INV-98 98102 12V,i:\documentos\softwares\freescale\mp16\inv-98100\98v08\98102v3.00.sap
8008,AMPERIMETRO DIGITAL INV-98 98102 24V,i:\documentos\softwares\freescale\mp16\inv-98100\98v08\98102v3.00.sap
8032,VOLTIMETRO DIGITAL INV-98 98103,i:\documentos\softwares\freescale\mp16\inv-98100\98v08\98v08_3.03.sap
8027,VOLTIMETRO DIGITAL INV-98 98103 12V,i:\documentos\softwares\freescale\mp16\inv-98100\98v08\98v08_3.03.sap
8024,VOLTIMETRO DIGITAL INV-98 98103 24V,i:\documentos\softwares\freescale\mp16\inv-98100\98v08\98v08_3.03.sap
2915,JIGA DE TESTE INV-133 DAQ 1.9,i:\documentos\softwares\giga de testes (daq)\inv-133pl1m2_r2.00\jm128\133v02_2.00.sap
2916,PLACA PRONTA INV-133M2 PL2_2.0 SMD,i:\documentos\softwares\giga de testes (daq)\inv-133pl2m2_r2.00\133pl2v01_1.00.stp
878,ACIONADOR ELETRONICO INV-144 14401,i:\documentos\softwares\microchip\10f202\inv-144\144v01_1.00.hex
617,CALIBRADOR INV-132 INV-13201,i:\documentos\softwares\microchip\16f1938\inv-13200\132v01_1.00.hex
591,CONTROLADOR DIGITAL DE TEMPERATURA INV-54 54101,i:\documentos\softwares\microchip\16f1938\inv-54100\54v13\54v13_3.01.hex
1347,CONTROLADOR DIGITAL DE TEMPERATURA INV-54 54101 24V,i:\documentos\softwares\microchip\16f1938\inv-54100\54v13\54v13_3.01.hex
615,CONTROLADOR DIGITAL DE TEMPERATURA INV-54 54101-04 (005907.01),i:\documentos\softwares\microchip\16f1938\inv-54100\54v13\54v13_3.01.hex
643,CONTROLADOR DIGITAL DE TEMPERATURA INV-54 54101-08,i:\documentos\softwares\microchip\16f1938\inv-54100\54v13\54v13_3.01.hex
616,CONTROLADOR DIGITAL DE TEMPERATURA INV-54 54101-09,i:\documentos\softwares\microchip\16f1938\inv-54100\54v13\54v13_3.01.hex
9960,CONTROLADOR DIGITAL DE TEMPERATURA INV-54 54101-11,i:\documentos\softwares\microchip\16f1938\inv-54100\54v13\54v13_3.01.hex
11758,CONTROLADOR DIGITAL DE TEMPERATURA INV-54 54101-12,i:\documentos\softwares\microchip\16f1938\inv-54100\54v13\54v13_3.01.hex
679,CONTROLADOR DIGITAL DE TEMPERATURA INV-54 54103,i:\documentos\softwares\microchip\16f1938\inv-54100\54v16\54v16_2.81.hex
1343,CONTROLADOR DIGITAL DE TEMPERATURA INV-54 54103 24V,i:\documentos\softwares\microchip\16f1938\inv-54100\54v16\54v16_2.81.hex
808,CONTROLADOR DIGITAL DE TEMPERATURA INV-54 54104,i:\documentos\softwares\microchip\16f1938\inv-54100\54v17\54v17_2.20.hex
614,CONTROLADOR DIGITAL DE TEMPERATURA INV-54 54101-02,i:\documentos\softwares\microchip\16f1938\inv-54100\54v19\54v19_3.01.hex
905,CONTROLADOR DIGITAL DE TEMPERATURA INV-54 54106,i:\documentos\softwares\microchip\16f1938\inv-54100\54v20\54v20_2.30.hex
1182,CONTROLADOR DIGITAL DE TEMPERATURA INV-54 54105,i:\documentos\softwares\microchip\16f1938\inv-54100\54v22\54v22_1.61.hex
1229,CONTROLADOR DIGITAL DE TEMPERATURA INV-54 54108,i:\documentos\softwares\microchip\16f1938\inv-54100\54v23\54v23_1.61.hex
1296,CONTROLADOR DIGITAL DE TEMPERATURA INV-54 54109,i:\documentos\softwares\microchip\16f1938\inv-54100\54v24\54v24_1.31_i2c.hex
